Student_ID,Age,Gender,Department,CGPA,Sleep_Duration,Study_Hours,Social_Media_Hours,Physical_Activity,Stress_Level
1066,24,Female,Medical,2.81,7.6,2.3,2,81,4
1067,20,Female,Business,2.2,6.5,2.6,1.1,114,3
1068,18,Female,Engineering,2.22,3,3.8,3,11,7
1069,22,Female,Medical,2.39,5.4,3.7,2.6,118,2
1070,21,Female,Business,2.96,4.2,4,5.6,120,8
1071,21,Male,Arts,2.44,7,2.6,1.9,100,5
1072,20,Female,Business,2.58,8.2,6.1,3.6,141,4
1073,21,Male,Business,3.44,5.3,2.9,5.8,38,3
1074,24,Female,Medical,3.27,6.9,5.2,3.5,94,2
1075,23,Male,Engineering,3.33,6.6,0.5,1.1,147,5
1076,24,Male,Medical,3.13,5.7,2.8,5.1,142,5
1077,20,Female,Engineering,2.07,6.1,6.3,3.2,45,
1078,18,Female,Arts,3.78,8.4,3.7,4.2,27,6
1079,21,Male,Medical,3.15,5.8,3.7,3.2,52,4
1080,20,Male,Business,2.86,8,4.6,5.2,46,4
1081,23,Female,Engineering,3.24,3,3.6,4.8,37,8
1082,20,,,3.17,6.7,8.7,5.7,132,5
1083,23,Male,Engineering,,6.7,1.4,3.5,61,5
1084,22,Female,Science,3.86,3.6,7.4,4.9,108,5
1085,22,Male,Business,3.49,8.8,1.9,3.7,81,5
1086,18,Female,Engineering,3.76,8.9,4.4,4.2,30,6
1087,18,Female,Arts,2.85,5.6,4.1,2.4,107,5
1088,19,Male,Engineering,2.12,6.7,4.8,2.4,133,3
1089,24,,Arts,2.68,8.9,1.6,2.8,55,3
1090,20,Male,Arts,2.47,5.8,4.4,2.9,83,2
1091,22,Male,Medical,3.54,6.3,6,3.6,59,3
1092,23,Male,Arts,3.06,6.2,3,4.3,102,5
1093,21,Male,Medical,2.15,7.4,2.8,3.7,82,4
1094,22,Male,Medical,3.79,10,6,3,53,5
1095,22,Female,Business,2.34,6.6,1.7,2.3,118,5
1096,20,Female,Business,3.34,8.1,6,1.1,122,5
1097,22,Male,Arts,2.65,7.5,5.4,3.7,135,2
1098,21,Male,Arts,3.74,4.7,3.4,4.1,140,8
1099,20,Female,,3.66,9,3.3,0,69,4
1100,21,Female,,2.48,7.1,2.9,4.9,142,5
1101,19,Female,Medical,2.46,8.3,6.1,3,119,4
1102,,Female,Engineering,2.43,8.3,6.1,5.3,24,6
1103,20,Female,Medical,2.07,6.4,3.3,4.5,104,2
1104,18,Male,Arts,2.53,8.4,6.7,5.1,103,2
1105,23,Male,Medical,2.36,7.5,5.9,,21,3
1106,,Male,Business,3.35,7,4.9,2.5,131,4
1107,22,Female,Medical,3.17,5.1,6.7,3.9,118,2
1108,20,Female,Science,2.74,7.3,3.9,4.8,8,3
1109,23,Male,Engineering,3.64,8.8,5.6,4.3,104,4
1110,23,Female,Science,1.94,7.2,4.8,,122,4
1111,21,Female,Arts,3.17,5.7,2.7,1.5,35,5
1112,20,Female,Business,2.8,8,6.5,2.4,101,2
1113,19,,Engineering,2.33,7.8,1.6,2.5,2,6
1114,20,Male,Business,3.54,6.4,3.5,5.6,11,3
1115,22,Female,Arts,3.68,5.1,3.2,2.7,115,3
1116,22,Female,Arts,2.17,5.7,4.1,5.1,54,4
1117,24,Male,Arts,2.41,7,7.6,4.6,106,2
1118,21,Female,Arts,1.83,,4.7,5.1,65,4
1119,20,Female,Business,3.24,7.6,5.8,1.5,9,5
1120,23,,Medical,3.75,8.9,6,2.5,102,3
1121,24,Male,Arts,3.39,6.8,4.6,3.8,14,6
1122,20,Female,Business,2.6,9.9,6.4,4.8,68,5
1123,22,Female,Engineering,3.38,6.7,6.1,3.8,147,4
1124,18,Female,Science,,7.9,6.3,2.6,0,5
1125,19,Male,Engineering,3.63,9.6,3.1,2.7,51,3
1126,24,Male,Science,3.05,5.4,1.9,0.4,114,4
1127,19,Male,Engineering,2.33,5.2,3.6,3.3,115,3
1128,19,Female,Science,3.26,6,6.4,4.6,34,5
1129,20,Female,Medical,3.32,4.8,2.1,5.1,73,4
1130,23,Male,Arts,2.96,8.1,4,2.6,13,6
1131,19,,Business,3.48,6.8,5.2,3.8,92,3
1132,24,Male,Engineering,2.92,5.2,6.4,4.6,93,2
1133,23,Male,,3.8,6.6,7.5,3.4,125,2
1134,21,Female,Science,2.13,5.6,5.9,3.6,101,4
1135,24,Female,Science,2.55,8.2,0.6,3.4,113,3
1136,21,Male,Medical,2,8.6,6.7,5.1,10,5
1137,20,Male,Science,2.09,6.8,6.1,1.7,40,4
1138,18,Male,Science,2.28,6,6.5,1.6,99,4
1139,22,Male,Arts,3.5,4.5,2.2,4,105,7
1140,22,Male,Medical,2.55,6.5,5.4,4.8,129,5
1141,20,Female,Engineering,3.25,4,4,2,92,7
1142,21,Male,Arts,3.03,6.2,7.3,3.9,119,2
1143,19,,Engineering,2.14,8,3.4,4.1,139,3
1144,20,Male,Science,2.43,6.2,4.5,3.5,137,2
1145,20,Male,Medical,2.36,6.4,4.4,2.4,23,
1146,18,Male,Science,3.06,6.4,3.1,2.9,4,5
1147,23,Male,Engineering,3.67,9.2,4,3.9,15,4
1148,19,Female,Business,2.19,7.5,3.7,2,80,3
1149,,Male,Science,2.25,8.1,4,6.4,31,4
1150,23,Female,Engineering,2.43,8.6,0.9,2.5,47,4
1151,21,Female,Science,3.61,9.5,6.4,2.8,83,5
1152,21,Male,Science,3.11,7.6,6.2,3.6,85,3
1153,18,Female,Science,2.07,5,6.5,,142,2
1154,24,Male,Engineering,2.88,8.4,2.8,5.8,133,3
1155,22,Male,Science,2.81,10.7,5.2,3.7,62,3
1156,23,Female,Science,1.98,5.5,5.8,5.7,22,3
1157,21,Male,Business,3.16,6.7,3.1,0.4,99,4
1158,21,Male,Engineering,3.7,7.8,,2.7,80,2
1159,20,Male,Engineering,2.79,6.6,,4.5,126,3
1160,21,Female,Business,2.91,9.5,4.6,0,115,2
1161,19,Female,Science,2.43,8,6.6,4.2,128,5
1162,22,Female,Science,3.34,7.4,4.3,1.4,13,3
1163,24,Male,Business,3.2,5,2.7,1.4,51,4
1164,22,Male,,2.58,7.4,1.9,3.6,22,3
1165,24,Female,Engineering,2.69,5.1,3.5,4.5,128,5
1166,22,Female,Business,1.99,8.9,3.4,6.3,74,2
1167,23,Female,Arts,2.13,6.9,2.1,2,116,5
1168,22,Female,Business,3.54,9.3,6.3,0.1,58,4
1169,19,Female,Science,3.06,6.1,5.8,4.2,90,5
1170,22,Female,Medical,3.76,7.1,2.1,3.6,68,5
1171,22,Female,Science,2.23,6.3,2.4,3.2,14,6
1172,21,Male,Medical,2.46,4.6,2.3,3.4,65,8
1173,23,Female,Medical,2.58,5.7,6,3.3,113,3
1174,23,Male,Arts,3.63,9.1,6.7,0,49,6
1175,20,Male,Engineering,3.62,7.3,5.4,0.2,105,3
1176,19,Female,Engineering,3.12,5.8,1.8,3.6,118,3
1177,22,,Science,3.38,6,3.9,4.2,60,4
1178,18,Female,Science,2.76,6.7,2.9,3.1,48,
1179,21,Female,Business,2.11,6.1,4.9,5.8,99,3
1180,19,,Arts,2.57,7.8,2.1,1,24,4
1181,24,Male,Engineering,2.12,5.7,4.3,5.9,35,6
1182,24,Female,Medical,2.31,6.5,6,3,128,3
1183,19,Male,Science,3.8,6.1,7.5,2.3,96,4
1184,23,Male,Medical,2.35,6.2,4.7,3.7,18,3
1185,18,Male,Science,3.22,8.3,5.1,1.5,94,3
1186,18,Male,Arts,2.45,4.5,6,3.1,75,8
1187,22,Male,Business,2.44,7.9,7.8,4.4,140,4
1188,19,Male,Business,2.31,8.2,2.8,,56,5
1189,23,Female,Science,2.3,7.1,0,2.8,13,5
1190,24,Female,Arts,2.06,5.2,5.9,1.8,121,5
1191,22,Male,Science,2.61,4.8,7.8,1.8,148,6
1192,21,Female,Medical,3.43,7.4,3.7,0.6,100,4
1193,19,Male,Arts,2.84,5.5,2.3,5.9,141,3
1194,22,Female,Science,1.81,4.5,0.9,5.6,58,6
1195,23,Female,Medical,2.45,8.7,6.9,3.8,60,3
1196,21,Male,Business,3.35,8.3,3.9,2.1,110,4
1197,21,Female,Engineering,3.5,6.3,4.1,2.9,142,3
1198,20,Female,Science,2.31,8.5,7.3,5.8,107,2
1199,18,Male,Engineering,3.16,9.3,5,3.6,53,4
1200,20,Male,Arts,3.19,7.9,7.2,4.2,93,2
1201,20,Female,Medical,3.64,9.5,7.7,4.2,140,5
1202,24,Male,Science,2.54,5,4.8,3.3,105,5
1203,21,Female,Medical,3.28,10.9,3.6,4.6,115,4
1204,18,Male,Business,4,5.5,9.6,2.7,132,3
1205,21,Male,Engineering,3.47,5.2,3.5,6.1,92,4
1206,20,Male,Medical,2.54,6.8,3.8,1.4,45,6
1207,21,Female,Business,3.29,9.5,5.8,2.9,60,3
1208,19,Male,Engineering,3.19,6.1,,2.2,136,3
1209,23,Female,Science,3.49,6,3.3,5.3,135,4
1210,23,Female,Science,2.16,7.2,3.8,4.7,13,6
1211,21,Male,Engineering,2.44,4.5,3.7,7.5,115,7
1212,22,Male,Engineering,3.61,4.6,4.2,3.2,110,4
1213,24,Male,Business,3.53,4.6,2.2,3,126,4
1214,24,Male,Medical,3.24,7.4,4.1,2,100,2
1215,18,Female,Business,2.54,6.7,5.3,3.7,124,3
1216,,Male,Science,2.51,7,3.9,3.4,49,6
1217,18,Female,Engineering,2.71,8.7,5.2,4.9,64,4
1218,18,Female,Engineering,2.6,8.2,4.4,4.1,7,4
1219,18,Female,Science,3.51,8.9,5.1,4.6,30,6
1220,20,Female,Engineering,2.38,7.5,0,5.7,135,3
1221,21,Male,Business,3.21,8.5,3.9,,90,2
1222,,Female,Business,2.66,8.4,2.2,2.5,137,5
1223,23,Female,Engineering,3.21,6.4,5.3,4.4,54,6
1224,23,Male,Arts,2.32,6.5,5.7,3.9,,2
1225,23,Male,Medical,2.24,6.4,4.6,6.2,101,3
1226,20,Male,Medical,3.07,7.2,8,3.5,116,2
1227,22,Male,Science,2.65,6.7,3.9,4.1,129,3
1228,24,Male,Business,2.43,6.6,4,3.8,40,5
1229,21,Female,Arts,2.54,7.5,3.6,,73,4
1230,21,Male,Arts,3.38,5,6.9,2.5,66,3
1231,19,Female,Arts,3.22,9.1,4.5,6.9,75,4
1232,20,Female,Engineering,2.68,8.9,1.6,5.5,63,2
1233,21,Male,Medical,2.57,5,2.3,5.1,92,3
1234,23,Male,Engineering,2.83,7.7,1.7,5.1,66,4
1235,24,Female,,2.14,3.4,3.6,6.3,63,8
1236,20,Male,Engineering,3.19,8.3,4,5.3,57,3
1237,22,Female,Science,2.74,7.8,7.1,1.5,111,3
1238,18,Female,Science,3.05,5.3,4.3,3.5,56,3
1239,,Male,Business,2.12,7.5,,2.1,70,5
1240,20,Female,Medical,2,8.9,4.4,3.9,10,5
1241,18,Female,Engineering,2.62,8.6,6,4.2,34,
1242,22,Female,Arts,2.21,5.3,3,1.4,44,5
1243,18,Male,Science,3.16,11.6,3.2,2.2,22,6
1244,18,Female,Engineering,2.53,6.8,3.2,2.1,22,3
1245,22,Female,Engineering,3.06,8.3,7.5,3.8,93,2
1246,19,Female,Arts,2.25,7.5,4,5.4,105,5
1247,19,Male,Medical,2.4,7.6,5.7,2.9,70,3
1248,18,,Business,3.58,4.5,4.5,1.3,57,6
1249,20,Female,Arts,2.65,6.5,0.9,2.7,5,4
1250,18,Female,Engineering,4,5.9,7.4,1.6,123,3
1251,24,Female,Engineering,3.46,8,,1.8,147,2
1252,21,Female,Arts,3.66,4.1,4.6,4,124,7
1253,21,Female,Arts,3.62,8.1,6.8,3.6,144,4
1254,22,Male,Engineering,2.84,8,5.8,5.9,118,
1255,20,Male,Medical,2.11,6.4,3.7,2.7,7,5
1256,21,Female,Science,2.94,4.7,3.1,3.3,127,5
1257,21,Male,Business,3.51,9.3,4.3,3.6,10,6
1258,18,Female,Engineering,2.68,7.4,4.7,0.3,79,2
1259,23,Male,Medical,2.69,5.3,1.8,4.5,18,4
1260,22,Male,Business,,5.7,1.2,5.1,67,3
1261,19,Female,Medical,2.2,7.8,6.7,3.2,80,5
1262,18,Female,Business,3.62,7.1,4.9,4.3,86,2
1263,18,Female,Arts,3.24,4.9,6.4,2.3,143,5
1264,18,Female,Science,2.63,8.2,8.3,4.9,112,4
1265,24,Female,Science,3.5,7.8,1.4,4,75,4
1266,21,Male,Business,1.78,8.5,3.7,5.2,124,4
1267,20,Male,Medical,2.39,6.5,3.5,5.2,46,5
1268,24,Male,,,7.2,3.8,3.3,56,4
1269,23,Male,Arts,3.07,6.9,3.7,5.9,19,3
1270,24,Male,Arts,2.29,8.8,3.6,2.7,35,4
1271,18,Male,Medical,3.37,8.4,4.2,4.7,139,3
1272,24,Female,Business,3.59,10.3,2.7,3.3,30,3
1273,21,Female,Business,3.27,8,6,3.7,76,2
1274,20,Female,Science,2.9,8.3,4.8,3.2,72,3
1275,19,Male,Science,,6.6,2.8,3.6,16,
1276,22,Male,Science,2.64,4.9,,3.3,120,8
1277,24,Female,Arts,2.3,6.9,6.2,0.4,36,5
1278,21,Male,Science,3.13,6.4,4.2,1.9,96,5
1279,19,Female,Arts,2.83,7.5,5.5,3.7,4,6
1280,18,Female,Arts,3.36,6.4,5.7,2.6,2,4
1281,22,Male,Business,3.77,8.7,1.5,3,131,2
1282,23,Female,Science,3.15,,0.6,6.9,13,5
1283,19,Male,Business,,7.4,5.9,2.7,91,3
1284,20,Female,Medical,3.01,4,1.1,2.2,5,7
1285,20,Female,Medical,3.52,7.9,7.2,2.7,96,3
1286,19,Male,Medical,3.63,7.3,5.1,2.3,90,4
1287,23,Female,Business,2.5,7.2,7.1,,96,3
1288,18,Female,Medical,3.71,7.4,6.2,3.6,102,2
1289,24,Male,Medical,2.76,7.8,3.4,1.5,54,4
1290,23,Female,Business,3.32,6.4,4.3,3.7,118,2
1291,23,Male,Engineering,2.29,8.3,2.8,4.5,126,3
1292,20,Female,Medical,2.85,6.2,4.5,4.2,57,5
1293,18,Female,Medical,3.47,9,0,2.9,81,3
1294,20,Female,Arts,2.95,7,3.7,2.8,0,4
1295,21,Male,Business,2.62,7.3,4.9,2.1,72,5
1296,20,Male,Medical,2.69,7.4,6,2.3,,4
1297,23,Female,Science,2.63,5.8,0.7,5,90,3
1298,21,Female,Arts,2.23,6.3,5.5,3.2,28,6
1299,20,Female,Science,3.79,5.9,5.5,0.8,107,3
1300,24,Female,Engineering,3.2,6.9,2.8,3.6,72,
1301,24,Female,Medical,2.28,7.6,1.5,2.8,10,3
1302,18,Male,Science,3.33,7.1,6.1,2.7,111,3
1303,18,Female,Engineering,3.04,7.1,2.2,5.2,143,3
1304,20,Male,Arts,2.55,6.7,5,3.3,80,3
1305,23,Male,Medical,3.49,7.5,5.1,6.3,40,3
1306,20,Male,Arts,3.28,6.7,2.6,3,138,4
1307,24,Male,Engineering,3.47,4,2.5,4.5,111,7
1308,21,Female,Medical,3.62,7.1,0.9,2.2,9,5
1309,18,Male,Engineering,2.34,5,6,2.7,23,4
1310,20,Male,Medical,2.83,7.5,6.1,2.4,53,3
1311,22,Female,Arts,3.69,8,5.6,0.5,70,
1312,18,Female,Medical,2.18,7.5,4.1,3.6,16,5
1313,19,Female,Engineering,3.61,7.4,4.4,3.3,101,3
1314,24,Male,Arts,2.11,4.6,3.3,1.3,142,7
1315,20,Female,Medical,3.26,6.4,3.5,2.7,82,3
1316,19,Female,Engineering,3.53,7.3,7.9,3.9,35,
1317,21,Male,Science,3.37,4.9,4.1,0.8,44,5
1318,21,Female,Engineering,2.43,7.9,5.5,2.9,147,5
1319,23,Female,Engineering,3.32,5.1,2.3,4.5,4,5
1320,23,Female,Engineering,2.5,9,2.4,1.9,60,3
1321,19,Female,Business,2.07,5,4.6,4.1,121,2
1322,22,Female,Arts,2.45,7.2,2.7,0.8,133,4
1323,21,Male,Engineering,3.14,6.8,6.1,3.9,86,3
1324,22,Female,Business,2.47,6.4,4.4,0.9,88,2
1325,23,Female,Arts,3.34,5.7,0.1,2.1,80,5
1326,23,Female,Arts,2.97,,3,1.4,10,4
1327,20,Female,Business,2.79,5.6,1.5,0,114,3
1328,24,Male,Medical,2.13,6.9,1.1,4.6,101,5
1329,22,Female,Engineering,2.42,6.9,7,2.5,30,6
1330,23,Male,Business,2.1,6.7,5.5,3,55,5
1331,23,Male,Arts,3.85,7,8.2,4,66,5
1332,21,Male,Engineering,3.48,7.3,,5.4,7,5
1333,21,Male,Science,2.38,4.8,3.4,3.7,22,7
1334,20,Female,Science,2.13,8.3,4.2,4.1,71,4
1335,22,Female,Business,2.53,6.1,3.1,3.9,68,5
1336,21,Male,Engineering,2.72,6.7,5.3,2.6,74,4
1337,22,Female,Arts,3.16,4.6,1.2,0.2,80,6
1338,,Male,Engineering,2.83,6.1,3.7,0.9,94,5
1339,18,Male,Medical,3.32,6.8,6.2,4.1,55,4
1340,22,Female,Business,2.76,6.6,4.7,2.3,114,2
1341,24,Female,Medical,3.33,8.5,4.7,2.5,137,2
1342,18,Female,Business,2.89,6.6,0,5,78,5
1343,23,Female,Arts,2.34,8.4,6.4,1.4,19,6
1344,22,Female,Medical,3.38,5.2,1.5,2,110,3
1345,23,Female,Business,2.47,8.5,3.7,3.5,46,6
1346,19,Male,Arts,3.1,,4,4.3,128,5
1347,23,Female,Medical,2.55,6.5,4.5,3.3,112,3
1348,19,Male,Engineering,3.3,6,3.7,,0,6
1349,21,Female,Arts,2.61,5.9,7.2,4.6,22,3
1350,20,Female,Business,2.02,8.8,5.3,3.5,121,2
1351,24,Female,Engineering,2.71,6,4.1,4.8,14,4
1352,19,Female,Arts,1.99,9.5,2.7,5.8,56,3
1353,21,Female,Engineering,2.27,7.2,4.1,2.2,40,3
1354,22,Male,Business,2.94,4.5,,3.4,145,6
1355,24,Male,Medical,3.24,8.5,2.1,3.9,28,5
1356,19,Male,Arts,3.65,5.1,9.3,2.7,136,3
1357,20,Male,Arts,3.7,7.9,5.2,3,99,4
1358,24,Male,Engineering,2.68,9.1,9.3,2.5,90,5
1359,23,Female,Engineering,3.17,8.6,2.6,3.1,115,5
1360,23,Female,Business,2.17,8.4,5.3,4.5,91,2
1361,19,Female,Medical,2.35,,1.5,2.5,68,3
1362,22,Male,Medical,3.43,7.8,6.8,3.5,7,4
1363,23,Male,Medical,2.65,6.9,6.2,4,95,2
1364,22,Male,Science,3.38,6.6,6,2.7,2,5
1365,20,Female,Engineering,3.14,8.3,1.6,2.6,28,5
1366,22,Male,Medical,3.7,6.9,1.4,3.7,148,3
1367,19,Male,Medical,2.9,,5.9,2.4,49,6
1368,21,Male,Arts,2.74,7,4.7,2.7,135,5
1369,23,Female,Arts,2.03,4.9,6.7,7.3,72,4
1370,24,Female,Business,2.93,8.4,5.3,1.8,68,5
1371,,Male,Business,3.66,5.8,0.4,2.5,71,4
1372,19,Female,Engineering,3.58,9.2,6.5,1.9,108,
1373,24,Female,Medical,3.06,8.7,6.7,3.2,134,4
1374,21,Male,Medical,2.73,8,6.4,2.3,78,3
1375,20,Male,Engineering,3.72,5.6,6.6,2.6,106,5
1376,23,Male,Medical,3.74,9.3,5.6,2.2,148,3
1377,22,Female,Engineering,2.28,5.4,6.6,5.5,71,2
1378,23,Female,Science,3.36,6.8,5,4.2,102,3
1379,19,Female,Medical,3.27,7.8,7.1,4.5,102,2
1380,22,Female,Science,3.18,8.1,1.5,3.8,68,5
1381,21,Male,Engineering,2.51,,4.3,2,1,3
1382,19,Female,Business,2.67,8.2,5,4.9,18,6
1383,18,Male,Arts,3.68,9.2,7.3,,13,5
1384,22,Male,Science,2.31,7.4,1.2,3.7,90,4
1385,24,Male,Arts,2.38,6.6,2.8,5.2,84,4
1386,18,Male,Medical,3.11,7.3,4.7,3.8,94,2
1387,22,Male,Engineering,2.96,7.7,2.2,3.9,77,4
1388,20,Male,Business,3.33,7,8,4.9,136,2
1389,24,Female,Arts,2.86,7.5,9.7,1.4,75,5
1390,20,Male,Medical,3.22,7.3,1.9,2.1,107,2
1391,18,Female,Science,2.74,5.6,5.6,4.2,108,2
1392,20,Female,,3.01,4.9,5.1,0.3,71,4
1393,23,Male,Medical,2.4,6.8,,2,148,3
1394,24,Female,Science,2.1,6,6.7,4.3,103,4
1395,22,Female,Science,2.51,4.1,2.7,5.2,103,5
1396,24,Male,Arts,3.66,8.7,2.4,2.5,97,4
1397,24,Male,Medical,2.02,7.2,4.8,2.4,4,4
1398,18,Female,Business,3.48,8.2,1.3,5.5,0,5
1399,20,Female,Arts,2.71,8.4,6.7,2.1,128,4
1400,18,Male,Arts,2.38,6.9,3.9,0,96,5
1401,18,Male,,3.23,7.9,8.5,2.8,28,5
1402,18,Male,Medical,3.78,8.5,4.2,3.3,55,5
1403,23,Female,Science,2.54,5.5,2.9,5.2,54,6
1404,21,Female,Medical,2.41,8.6,4.9,4,17,5
1405,,,Engineering,2.7,7.7,6.1,4.4,47,5
1406,18,Male,Medical,2.48,6.1,3.3,2.9,23,5
1407,19,Female,Arts,2.64,7.5,5.4,3.2,86,2
1408,20,Female,Arts,3.75,4.6,4,1.1,84,5
1409,19,Female,Engineering,2.87,6.4,8.3,3.1,5,6
1410,19,Female,Arts,2.6,8.2,7.2,2.2,99,5
1411,22,Male,Medical,3.18,4.4,8.7,5.8,120,6
1412,23,Male,Science,3.34,6.3,6.6,4.9,95,5
1413,18,Female,Science,3.61,7.2,3.6,1.3,110,
1414,19,Female,Science,2.34,7.6,3.8,4.4,111,2
1415,18,Female,Arts,2.85,7.6,2.9,3.2,111,3
1416,19,Female,Engineering,2.72,6.3,9.2,0.7,74,2
1417,23,Male,Medical,2.22,7.7,3.1,2.2,45,3
1418,18,Female,Arts,3.32,7.9,3.1,5.1,146,4
1419,24,Female,Arts,3.28,4.9,3.7,2.5,134,7
1420,22,Female,Science,2.82,7,6.1,2.5,69,5
1421,22,Male,Science,2.58,8.6,7.2,5.6,0,4
1422,21,Male,Medical,3.14,7,4.5,6.7,26,4
1423,22,Male,Medical,3.59,7.2,6.2,3.8,56,5
1424,23,Female,Arts,1.83,6.6,5,5.1,16,5
1425,20,Female,Science,,8.7,8.5,3.6,33,5
1426,21,Female,Science,3.49,5.1,4.8,4.1,82,4
1427,22,Male,Science,3.75,5.5,4.2,3,104,3
1428,19,Male,Science,3.6,7.5,4.5,2.5,55,4
1429,22,Female,Business,3.02,8.3,4.7,6.2,31,5
1430,22,Male,Science,3.5,8.5,3.4,5.3,100,3
1431,23,Female,Business,2.49,8.2,6.8,3.3,122,2
1432,22,Female,Medical,2.68,8.2,5.4,3.6,109,2
1433,19,Female,Engineering,2.95,6.5,8,6.4,47,6
1434,23,Male,Science,3.1,6.9,2,4.6,19,4
1435,24,Male,Arts,3.41,6.4,5.4,1.8,10,5
1436,24,Female,Business,3.53,6.3,5.4,3.3,5,6
1437,21,Male,Arts,3.28,5.7,2.9,3.7,5,6
1438,21,Female,Arts,3.57,5.8,3.3,3.2,145,4
1439,24,Male,Business,2.63,6.8,3.8,,114,5
1440,23,Male,Science,3.34,6.3,6.7,5.3,72,3
1441,19,Male,Medical,3.11,4.6,0.9,4.5,120,8
1442,21,Male,Medical,2.04,8.4,3.4,3.9,11,3
1443,19,,,2.65,6,2.5,2.4,119,3
1444,23,Male,Medical,2.23,8.9,2.8,3.2,42,3
1445,24,Female,Engineering,2.82,8.3,,3.3,149,2
1446,23,Male,Science,1.84,6.2,0.4,5.3,93,3
1447,23,Male,Science,3.35,6.8,1.8,3,119,3
1448,22,Female,Science,3.29,7.3,3,2.1,60,4
1449,21,Male,Science,3.42,9.5,3.9,2.3,15,5
1450,19,Female,Science,2.76,4.4,4.7,6.5,118,4
